feature,importance
1er lot_280,0.0
1er lot_279,0.0
1er lot_277,0.0
1er lot_275,0.0
1er lot_11252,0.0
1er lot_11235,0.0
1er lot_1123,0.0
1er lot_1122,0.0
1er lot_1121,0.0
1er lot_1119,0.0
1er lot_1118,0.0
1er lot_1117,0.0
1er lot_1116,0.0
1er lot_1114,0.0
1er lot_1113,0.0
1er lot_297,0.0
1er lot_295,0.0
1er lot_3042,0.0
1er lot_304,0.0
1er lot_3035,0.0
1er lot_3025,0.0
1er lot_3022,0.0
1er lot_3019,0.0
1er lot_3009,0.0
1er lot_3007,0.0
1er lot_3006,0.0
1er lot_3003,0.0
1er lot_299,0.0
1er lot_1128,0.0
1er lot_11273,0.0
1er lot_1127,0.0
1er lot_315,0.0
1er lot_314,0.0
1er lot_3136,0.0
1er lot_313,0.0
